' Make',' Model',Year,price ,' Engine Type',Fuel Economy,' Transmission',' Drivetrain',' Safety Ratings'
'Volkswagen','XF',2019,5095746,'Petrol',27,'CVT','FWD','3 stars'
'Toyota','C-Class',2014,303771,'Hybrid',49.1,'Automatic','FWD','5 stars'
'Mitsubishi','X5',2014,1726476,'Electric',37.8,'Manual','RWD','4 stars'
'Renault','Golf',2015,9027897,'Hybrid',35.4,'CVT','RWD','3 stars'
'Honda','XC90',2021,5622629,'Electric',42.8,'CVT','RWD','5 stars'
'Subaru','Mustang',2021,9150916,'Diesel',47.3,'CVT','FWD','4 stars'
'Kia','Cherokee',2014,8328586,'Diesel',36.1,'Automatic','FWD','5 stars'
'Volvo','Elantra',2015,498231,'Electric',33.8,'Manual','RWD','3 stars'
'Tesla','Cherokee',2010,1849361,'Diesel',50,'Automatic','AWD','3 stars'
'Honda','Eclipse',2010,4046934,'Hybrid',46.7,'CVT','FWD','4 stars'
'Chevrolet','CX-5',2022,6585986,'Petrol',21.6,'Manual','RWD','3 stars'
'Renault','Cherokee',2018,6089942,'Diesel',21,'Manual','FWD','4 stars'
'Renault','Outback',2010,8457751,'Petrol',29,'CVT','RWD','5 stars'
'Mazda','Accord',2010,4845326,'Petrol',41.5,'CVT','FWD','3 stars'
'Subaru','X5',2016,2998858,'Hybrid',49.6,'Manual','AWD','3 stars'
'Mitsubishi','Golf',2012,3717536,'Hybrid',42.9,'Manual','FWD','4 stars'
'BMW','Altima',2023,9796377,'Petrol',44.3,'Manual','AWD','4 stars'
'Tesla','XC90',2018,3318112,'Petrol',26,'CVT','FWD','4 stars'
'Jeep','Mustang',2017,4873268,'Petrol',43.4,'Manual','RWD','3 stars'
'Audi','Outback',2021,6250223,'Electric',29.1,'Manual','AWD','3 stars'
'Kia','A4',2020,7904921,'Hybrid',21,'CVT','RWD','5 stars'
'Ford','Clio',2010,6675966,'Diesel',47.7,'Automatic','FWD','3 stars'
'Chevrolet','XF',2022,1883258,'Electric',28.9,'CVT','FWD','5 stars'
'Tesla','Accord',2013,1969189,'Hybrid',37.5,'CVT','RWD','4 stars'
'Volkswagen','Elantra',2016,2827014,'Hybrid',18.1,'CVT','RWD','3 stars'
'Jeep','Model 3',2010,3271898,'Petrol',39.3,'Automatic','FWD','3 stars'
'Kia','Camry',2020,8961271,'Electric',34.1,'CVT','FWD','3 stars'
'Jeep','Sportage',2016,2453777,'Diesel',49.1,'Automatic','AWD','4 stars'
'Hyundai','Sportage',2012,7849782,'Electric',31.7,'Manual','FWD','4 stars'
'Toyota','911'',2023,6092468,'Diesel',35.4,'Manual','FWD','4 stars'
'BMW','XC90',2023,7181701,'Hybrid',30,'CVT','RWD','3 stars'
'Subaru','Eclipse',2018,3338745,'Hybrid',36.2,'Manual','FWD','3 stars'
'Tesla','911'',2019,1782424,'Hybrid',48.3,'Manual','AWD','4 stars'
'Subaru','XF',2015,86814,'Petrol',44,'Automatic','RWD','5 stars'
'Jaguar','Cherokee',2019,7870874,'Petrol',37.9,'Manual','AWD','4 stars'
'Mercedes-Benz','911'',2023,1714961,'Petrol',36.1,'CVT','FWD','3 stars'
'Volvo','Elantra',2017,7845564,'Petrol',41.5,'CVT','RWD','3 stars'
'Honda','Eclipse',2013,7984359,'Electric',30.5,'Manual','RWD','3 stars'
'Audi','Model 3',2018,4256931,'Diesel',41.3,'Manual','AWD','4 stars'
'Porsche','C-Class',2020,6031481,'Electric',38.8,'Automatic','FWD','4 stars'
'Porsche','Model 3',2013,4636987,'Electric',39.2,'CVT','RWD','3 stars'
'Volkswagen','Model 3',2013,2101038,'Electric',19.9,'Manual','FWD','5 stars'
'Volvo','Accord',2015,9389988,'Hybrid',19.7,'CVT','RWD','5 stars'
'Mitsubishi','Model 3',2018,5292894,'Hybrid',26.8,'CVT','RWD','5 stars'
'BMW','Camry',2022,3672968,'Petrol',27.1,'CVT','AWD','3 stars'
'Renault','Accord',2015,3989541,'Diesel',31.7,'Automatic','RWD','5 stars'
'Mazda','Sportage',2021,6586481,'Diesel',36.8,'Manual','RWD','5 stars'
'Chevrolet','Sportage',2016,3658833,'Electric',31.7,'CVT','AWD','5 stars'
'BMW','XF',2018,4190969,'Hybrid',17.8,'Automatic','FWD','4 stars'
'Mazda','Outback',2014,9023562,'Hybrid',44.5,'Manual','FWD','5 stars'
'Subaru','Model 3',2014,6239625,'Hybrid',44.1,'Automatic','RWD','4 stars'
'BMW','911'',2022,6240332,'Diesel',18.4,'CVT','RWD','3 stars'
'Chevrolet','A4',2011,721695,'Petrol',33.7,'Manual','FWD','4 stars'
'Nissan','XC90',2018,9745662,'Hybrid',45,'Automatic','AWD','5 stars'
'Mazda','911'',2023,8802422,'Hybrid',21.2,'Manual','RWD','3 stars'
'Renault','Clio',2021,5166062,'Electric',34,'CVT','AWD','5 stars'
'Volvo','Sportage',2012,275935,'Electric',49.7,'Automatic','FWD','4 stars'
'Mazda','Camaro',2013,7476459,'Diesel',41,'CVT','FWD','4 stars'
'Jeep','C-Class',2017,2041604,'Petrol',44.9,'CVT','RWD','5 stars'
'Mitsubishi','Model 3',2023,366993,'Diesel',50,'CVT','FWD','4 stars'
'Chevrolet','CX-5',2022,6449497,'Hybrid',23.9,'Manual','AWD','4 stars'
'Ford','XC90',2011,8983295,'Electric',35.5,'Automatic','RWD','4 stars'
'Jeep','Accord',2018,5729106,'Electric',17.4,'CVT','RWD','3 stars'
'Jeep','Cherokee',2014,4262666,'Electric',37.3,'Automatic','RWD','5 stars'
'Volvo','A4',2010,4543737,'Electric',45,'Automatic','AWD','4 stars'
'Subaru','X5',2014,7378271,'Electric',29.9,'CVT','FWD','3 stars'
'Jeep','Altima',2013,8460363,'Hybrid',25.6,'CVT','RWD','5 stars'
'Mitsubishi','Altima',2011,6753827,'Electric',30.1,'CVT','FWD','4 stars'
'Kia','Sportage',2016,5140185,'Electric',15.8,'CVT','AWD','5 stars'
'Jaguar','Altima',2016,5075735,'Diesel',29.3,'CVT','FWD','5 stars'
'Mitsubishi','A4',2015,3372865,'Diesel',16.3,'CVT','AWD','3 stars'
'Nissan','Sportage',2014,5414779,'Diesel',38.7,'Automatic','FWD','5 stars'
'Mitsubishi','Elantra',2015,2331976,'Diesel',47,'CVT','RWD','3 stars'
'BMW','Outback',2014,4072741,'Diesel',17.7,'Manual','AWD','5 stars'
'Honda','XF',2019,5284243,'Petrol',42.9,'CVT','RWD','4 stars'
'Tesla','Altima',2018,3469635,'Diesel',43,'CVT','AWD','3 stars'
'Mitsubishi','Cherokee',2011,3605974,'Hybrid',34.5,'CVT','AWD','3 stars'
'Jaguar','Model 3',2022,1915409,'Petrol',17.9,'Automatic','FWD','5 stars'
'Audi','Accord',2021,5989067,'Petrol',40.7,'CVT','AWD','5 stars'
'Jaguar','CX-5',2022,4283888,'Hybrid',42.5,'Manual','RWD','4 stars'
'Volvo','Accord',2021,4396898,'Hybrid',24.7,'Automatic','FWD','4 stars'
'Mercedes-Benz','XC90',2012,651827,'Electric',47.7,'Automatic','RWD','4 stars'
'Hyundai','Elantra',2023,9197966,'Hybrid',49.2,'Automatic','AWD','4 stars'
'Volvo','C-Class',2018,6626679,'Electric',35.1,'Manual','RWD','4 stars'
'Jeep','Model 3',2018,1659552,'Electric',19.4,'CVT','AWD','3 stars'
'BMW','Golf',2013,4026546,'Hybrid',49.4,'CVT','FWD','4 stars'
'Chevrolet','XF',2022,5607366,'Electric',37.4,'CVT','RWD','3 stars'
'Nissan','Sportage',2022,5901451,'Hybrid',18.5,'Automatic','RWD','5 stars'
'Volvo','XF',2019,4354221,'Diesel',28.1,'Automatic','AWD','5 stars'
'Mitsubishi','Model 3',2021,7932127,'Hybrid',23.7,'Automatic','AWD','5 stars'
'Renault','Eclipse',2015,2294696,'Petrol',32,'Manual','RWD','3 stars'
'Audi','Accord',2015,8815653,'Hybrid',31.3,'Manual','AWD','3 stars'
'Hyundai','911'',2023,7941543,'Electric',39.8,'Automatic','RWD','4 stars'
'Volvo','Sportage',2012,4315265,'Diesel',30.4,'Automatic','RWD','3 stars'
'Volvo','C-Class',2016,3293575,'Petrol',47.5,'Automatic','FWD','5 stars'
'Honda','911'',2010,6433133,'Electric',40.7,'Manual','RWD','5 stars'
'Mazda','Sportage',2019,9401606,'Hybrid',17.3,'CVT','FWD','5 stars'
'Mazda','Clio',2015,5582064,'Diesel',35.6,'Automatic','FWD','4 stars'
'Porsche','Altima',2013,6802873,'Hybrid',26.9,'CVT','RWD','3 stars'
'Tesla','Mustang',2013,9707542,'Hybrid',41.4,'Automatic','RWD','4 stars'
'Subaru','Outback',2012,7131052,'Electric',27.1,'Manual','AWD','3 stars'
'Jeep','Accord',2016,7477042,'Diesel',24.5,'Automatic','AWD','5 stars'
'BMW','Accord',2014,8588488,'Petrol',37.3,'Manual','RWD','4 stars'
'Tesla','A4',2023,7658599,'Hybrid',45.4,'Automatic','FWD','4 stars'
'Porsche','XC90',2015,2016782,'Hybrid',21.4,'Manual','FWD','3 stars'
'Renault','A4',2015,4428614,'Petrol',39.6,'CVT','AWD','5 stars'
'Renault','Mustang',2012,6440167,'Hybrid',32.9,'Automatic','RWD','3 stars'
'Jeep','A4',2014,3217358,'Hybrid',30.7,'Automatic','RWD','5 stars'
'Mitsubishi','Camaro',2019,6689981,'Electric',24.8,'CVT','RWD','3 stars'
'Subaru','XF',2015,3799468,'Electric',27.9,'Manual','FWD','4 stars'
'BMW','Camry',2013,3069349,'Electric',29.7,'CVT','AWD','5 stars'
'Renault','Sportage',2013,4930029,'Electric',20.5,'CVT','AWD','3 stars'
'Subaru','Model 3',2010,2369918,'Petrol',44.5,'Manual','RWD','4 stars'
'Hyundai','Outback',2012,7328713,'Diesel',49.2,'Automatic','AWD','5 stars'
'Porsche','Altima',2013,9258381,'Hybrid',41.4,'Automatic','AWD','4 stars'
'Audi','Cherokee',2011,4252257,'Petrol',24,'CVT','AWD','3 stars'
'Kia','Outback',2020,2098596,'Diesel',41.4,'Automatic','AWD','3 stars'
'Kia','Golf',2015,2825676,'Hybrid',48.2,'Automatic','RWD','3 stars'
'Chevrolet','Cherokee',2021,85797,'Petrol',29.1,'CVT','AWD','5 stars'
'Volkswagen','Elantra',2013,727463,'Diesel',29,'CVT','RWD','4 stars'
'Audi','911'',2012,7370059,'Diesel',26.5,'CVT','FWD','5 stars'
'Hyundai','Camaro',2015,2712307,'Electric',43.2,'Automatic','RWD','3 stars'
'Nissan','911'',2013,2405404,'Hybrid',30.9,'Automatic','RWD','5 stars'
'Volvo','Golf',2016,2502857,'Electric',30.2,'CVT','RWD','3 stars'
'Porsche','Clio',2013,7685047,'Diesel',39.7,'CVT','FWD','3 stars'
'Ford','Altima',2020,9769654,'Electric',41.2,'Manual','FWD','3 stars'
'Mazda','XF',2015,4586287,'Petrol',24.9,'CVT','FWD','5 stars'
'Honda','X5',2010,9650461,'Petrol',36.8,'Manual','AWD','5 stars'
'Toyota','C-Class',2015,5100669,'Electric',36.3,'Automatic','FWD','4 stars'
'Volvo','XC90',2023,6225161,'Electric',31.5,'CVT','AWD','5 stars'
'Jeep','Camry',2011,2557083,'Diesel',24.3,'Automatic','FWD','3 stars'
'Honda','Accord',2011,3040855,'Petrol',26.8,'Manual','RWD','4 stars'
'Mitsubishi','X5',2019,3627877,'Diesel',30.5,'CVT','FWD','5 stars'
'BMW','XF',2010,7048321,'Diesel',19.8,'Automatic','FWD','5 stars'
'Jaguar','CX-5',2014,7204232,'Hybrid',31.5,'Automatic','RWD','5 stars'
'Toyota','CX-5',2023,8680478,'Diesel',34.3,'Manual','AWD','4 stars'
'Honda','C-Class',2018,4857839,'Petrol',21.3,'Manual','FWD','4 stars'
'Toyota','Model 3',2015,5310186,'Electric',40.9,'CVT','FWD','3 stars'
'Honda','Accord',2022,8428781,'Diesel',20.2,'CVT','FWD','4 stars'
'Jaguar','Golf',2022,2603155,'Electric',41.1,'CVT','FWD','4 stars'
'Jeep','X5',2016,9205367,'Petrol',38.9,'CVT','RWD','5 stars'
'Toyota','CX-5',2019,8145011,'Electric',18.7,'Manual','AWD','4 stars'
'Hyundai','911'',2019,2923155,'Petrol',39.7,'Automatic','FWD','4 stars'
'Tesla','Elantra',2018,3025401,'Diesel',37.1,'CVT','AWD','3 stars'
'Mercedes-Benz','XF',2022,1509339,'Diesel',35.8,'CVT','FWD','5 stars'
'Jeep','XF',2015,3619443,'Electric',17.5,'Automatic','FWD','3 stars'
'Chevrolet','Sportage',2019,4697408,'Hybrid',24.1,'Manual','AWD','5 stars'
'Mazda','X5',2014,6872774,'Petrol',15.3,'Automatic','FWD','4 stars'
'Ford','Sportage',2017,957477,'Diesel',46,'CVT','AWD','3 stars'
'Subaru','Outback',2010,5603597,'Diesel',36.3,'CVT','FWD','5 stars'
'Hyundai','Elantra',2011,7730817,'Diesel',38.2,'CVT','FWD','5 stars'
'Volkswagen','Outback',2014,8561411,'Electric',44.7,'Manual','AWD','4 stars'
'Mitsubishi','A4',2017,9455374,'Hybrid',22.5,'Automatic','RWD','3 stars'
'Ford','C-Class',2010,4660088,'Diesel',39.9,'Automatic','FWD','3 stars'
'Renault','Altima',2020,2958674,'Petrol',40,'Automatic','FWD','3 stars'
'Toyota','XC90',2022,5127915,'Petrol',28.1,'CVT','AWD','4 stars'
'Kia','Camaro',2023,7454921,'Petrol',46.9,'CVT','FWD','5 stars'
'Toyota','Altima',2012,7680112,'Hybrid',15.5,'Manual','FWD','4 stars'
'Audi','Clio',2010,1593795,'Electric',17.7,'CVT','AWD','3 stars'
'Mazda','CX-5',2023,1775346,'Electric',40.3,'Automatic','FWD','3 stars'
'Volvo','XF',2010,880642,'Hybrid',28.8,'Manual','AWD','5 stars'
'Volkswagen','Altima',2015,4834896,'Electric',27.6,'Manual','RWD','3 stars'
'Volvo','Clio',2017,4709721,'Petrol',16.2,'Manual','FWD','4 stars'
'Volkswagen','Accord',2019,6479501,'Diesel',48.4,'Manual','RWD','3 stars'
'BMW','Eclipse',2010,5743222,'Hybrid',42.4,'Manual','FWD','3 stars'
'Honda','A4',2018,802474,'Petrol',46.5,'Manual','FWD','3 stars'
'Toyota','XF',2022,4394874,'Hybrid',23.8,'Automatic','RWD','4 stars'
'Ford','X5',2021,2702806,'Petrol',20.4,'Manual','FWD','3 stars'
'Chevrolet','Golf',2016,7209277,'Petrol',45.7,'Manual','FWD','3 stars'
'Porsche','Elantra',2010,54210,'Electric',30.9,'Manual','AWD','3 stars'
'Jaguar','Eclipse',2018,1933267,'Electric',43.1,'CVT','RWD','4 stars'
'Kia','Camaro',2010,8109843,'Petrol',46.3,'Manual','FWD','4 stars'
'Jeep','Sportage',2016,960735,'Diesel',25.1,'CVT','AWD','3 stars'
'Ford','Eclipse',2011,9347801,'Petrol',24.1,'Automatic','AWD','3 stars'
'Subaru','X5',2013,182978,'Electric',30,'CVT','RWD','4 stars'
'Subaru','X5',2018,9528679,'Hybrid',17.7,'Manual','RWD','5 stars'
'Nissan','A4',2014,928447,'Diesel',44.3,'Manual','AWD','3 stars'
'Tesla','Cherokee',2017,252881,'Diesel',28.5,'Manual','RWD','4 stars'
'BMW','XC90',2011,5556826,'Hybrid',15.3,'CVT','AWD','3 stars'
'Jaguar','Eclipse',2021,9712037,'Hybrid',35.9,'Manual','RWD','5 stars'
'Audi','Camry',2013,1930463,'Electric',20,'Automatic','AWD','3 stars'
'Ford','Mustang',2016,4138123,'Diesel',20.4,'Manual','FWD','4 stars'
'Jaguar','XC90',2014,6163757,'Hybrid',24.7,'Automatic','FWD','5 stars'
'Jeep','Cherokee',2013,5518666,'Electric',36.1,'CVT','FWD','3 stars'
'Subaru','Elantra',2020,9061781,'Electric',19.9,'CVT','AWD','4 stars'
'Mercedes-Benz','Accord',2019,2955243,'Electric',29.7,'Manual','AWD','4 stars'
'Honda','911'',2023,8001514,'Hybrid',21.1,'Automatic','RWD','5 stars'
'Jaguar','Accord',2016,8183812,'Diesel',49,'Automatic','AWD','3 stars'
'Mercedes-Benz','Model 3',2019,963911,'Electric',40,'Automatic','AWD','3 stars'
'BMW','XC90',2019,9093594,'Diesel',33.1,'Manual','RWD','4 stars'
'Volkswagen','X5',2013,9956522,'Electric',39.5,'CVT','AWD','4 stars'
'Kia','A4',2011,5608573,'Diesel',30.7,'CVT','AWD','4 stars'
'Toyota','Sportage',2010,3146201,'Diesel',29.7,'Manual','FWD','4 stars'
'Nissan','Model 3',2020,8817588,'Hybrid',23.4,'Automatic','AWD','4 stars'
'Audi','Clio',2023,8752696,'Hybrid',33.3,'Manual','RWD','5 stars'
'Mazda','Clio',2010,3978531,'Petrol',26,'CVT','RWD','4 stars'
'Jaguar','Golf',2013,6228059,'Hybrid',19.1,'CVT','FWD','5 stars'
'Hyundai','911'',2011,3556975,'Diesel',33.1,'Automatic','RWD','4 stars'
'Mazda','Clio',2020,7170517,'Diesel',26.8,'CVT','FWD','5 stars'
'Subaru','A4',2012,5441513,'Electric',18.6,'Manual','FWD','5 stars'
'Mercedes-Benz','Sportage',2018,539394,'Hybrid',39.3,'Automatic','RWD','5 stars'
'Mercedes-Benz','C-Class',2013,2147639,'Petrol',40.4,'CVT','FWD','5 stars'
'BMW','Eclipse',2019,2294227,'Petrol',49,'CVT','RWD','4 stars'
'Volkswagen','Clio',2022,7220218,'Diesel',41,'Manual','RWD','4 stars'
'Porsche','C-Class',2017,5205036,'Hybrid',40.3,'Manual','AWD','3 stars'
'Jaguar','XF',2022,3964533,'Hybrid',49.2,'Manual','FWD','5 stars'
'Porsche','Cherokee',2010,8053417,'Hybrid',41.7,'Manual','AWD','4 stars'
'Jaguar','Mustang',2014,6246983,'Petrol',26.6,'Manual','AWD','4 stars'
'Volkswagen','XF',2017,3906615,'Diesel',16.4,'CVT','FWD','5 stars'
'Porsche','CX-5',2017,3789362,'Diesel',22.7,'CVT','AWD','4 stars'
'Porsche','Outback',2013,8456745,'Hybrid',37.7,'CVT','FWD','5 stars'
'Renault','CX-5',2010,8789439,'Electric',44.5,'Automatic','AWD','4 stars'
'Porsche','X5',2011,2599193,'Petrol',43.9,'CVT','FWD','3 stars'
'Mazda','C-Class',2017,3866006,'Diesel',20.7,'CVT','AWD','5 stars'
'Honda','Camry',2021,6282905,'Diesel',40.9,'Automatic','AWD','5 stars'
'Volvo','Outback',2015,4382372,'Hybrid',33.2,'CVT','RWD','3 stars'
'Mitsubishi','Sportage',2014,9656808,'Electric',39.2,'Manual','FWD','3 stars'
'Volvo','Camaro',2023,8319222,'Diesel',19.4,'CVT','AWD','4 stars'
'Hyundai','Elantra',2013,9994947,'Diesel',22.9,'Manual','FWD','5 stars'
'Hyundai','CX-5',2020,6216587,'Diesel',40.3,'Automatic','RWD','4 stars'
'Audi','Cherokee',2015,3793407,'Petrol',43.1,'CVT','RWD','5 stars'
'Jaguar','A4',2017,2992383,'Petrol',30.3,'Automatic','RWD','4 stars'
'Volkswagen','Model 3',2020,4903108,'Diesel',29.8,'Automatic','FWD','4 stars'
'Mitsubishi','Golf',2012,3539864,'Petrol',47.4,'CVT','AWD','3 stars'
'Nissan','Model 3',2023,8462542,'Hybrid',40.2,'CVT','RWD','4 stars'
'BMW','C-Class',2014,5194969,'Petrol',19,'Manual','RWD','4 stars'
'Mercedes-Benz','Outback',2022,6003255,'Hybrid',18.5,'Automatic','RWD','5 stars'
'Ford','Eclipse',2012,2113857,'Petrol',42.5,'CVT','RWD','4 stars'
'Mazda','911'',2021,9968984,'Diesel',35,'Manual','RWD','5 stars'
'Audi','Camaro',2019,2193003,'Hybrid',39.8,'Manual','AWD','4 stars'
'Nissan','Cherokee',2014,9495152,'Hybrid',24.1,'CVT','RWD','4 stars'
'Renault','CX-5',2017,4133285,'Petrol',26.1,'Manual','AWD','4 stars'
'Toyota','X5',2019,6467506,'Hybrid',46.2,'Manual','RWD','5 stars'
'Mazda','Eclipse',2020,441114,'Diesel',34.3,'Manual','RWD','3 stars'
'Nissan','Altima',2022,3907205,'Electric',46.5,'Manual','AWD','3 stars'
'Volkswagen','Camry',2012,3917433,'Diesel',24.5,'CVT','AWD','5 stars'
'Volvo','A4',2013,7609967,'Electric',36.9,'CVT','FWD','5 stars'
'Jeep','Outback',2015,6263428,'Diesel',23.5,'Manual','FWD','3 stars'
'Ford','Accord',2013,6285849,'Petrol',44.7,'Manual','AWD','3 stars'
'Renault','Camaro',2010,5731892,'Hybrid',48.9,'Automatic','AWD','5 stars'
'Toyota','XF',2016,598956,'Electric',41.2,'CVT','AWD','5 stars'
'Jeep','Camaro',2021,9241393,'Electric',40.2,'Manual','FWD','5 stars'
'Honda','Camry',2017,2722947,'Hybrid',24.2,'CVT','AWD','5 stars'
'Volvo','Mustang',2011,2328223,'Electric',30.8,'CVT','AWD','4 stars'
'Volkswagen','Golf',2017,6168338,'Petrol',37.1,'Manual','AWD','4 stars'
'Jeep','911'',2011,2786102,'Electric',36.9,'Automatic','FWD','3 stars'
'Chevrolet','Eclipse',2011,1874457,'Diesel',19.8,'Automatic','AWD','5 stars'
'Mazda','Golf',2017,2281343,'Diesel',26.6,'CVT','FWD','5 stars'
'Ford','Cherokee',2022,68194,'Hybrid',26.1,'Automatic','FWD','3 stars'
'Mitsubishi','911'',2022,628448,'Electric',38.1,'CVT','FWD','3 stars'
'Audi','Elantra',2019,1906491,'Electric',29.6,'Manual','FWD','3 stars'
'Mazda','A4',2018,3990554,'Diesel',43.2,'Manual','RWD','4 stars'
'Audi','Sportage',2022,6035405,'Petrol',42.1,'Manual','RWD','3 stars'
'Tesla','A4',2021,8612631,'Electric',36.2,'Automatic','RWD','4 stars'
'Subaru','XF',2023,1740609,'Hybrid',42.4,'Manual','FWD','3 stars'
'Audi','Accord',2020,617064,'Electric',32.3,'Manual','RWD','3 stars'
'Jaguar','XF',2020,8138261,'Hybrid',43.2,'CVT','FWD','5 stars'
'Subaru','Altima',2020,2726111,'Electric',21.6,'CVT','AWD','4 stars'
'Subaru','Accord',2019,5335837,'Electric',22.5,'Manual','AWD','4 stars'
'Subaru','Outback',2014,556543,'Petrol',47.8,'CVT','FWD','4 stars'
'Volvo','XF',2012,7300688,'Electric',46.6,'CVT','RWD','4 stars'
'Ford','A4',2015,3253152,'Petrol',41,'Automatic','FWD','4 stars'
'Honda','Accord',2013,9003891,'Hybrid',28,'CVT','AWD','4 stars'
'Honda','XC90',2022,7788371,'Electric',43.5,'CVT','FWD','4 stars'
'Ford','Camry',2013,257954,'Petrol',18.6,'Manual','RWD','5 stars'
'Chevrolet','A4',2014,4293224,'Hybrid',48.4,'CVT','RWD','5 stars'
'Jaguar','Clio',2018,5078373,'Electric',30.7,'Manual','RWD','4 stars'
'Jeep','Cherokee',2017,639728,'Petrol',42.5,'Automatic','FWD','3 stars'
'Ford','Golf',2010,9246168,'Diesel',41.6,'CVT','RWD','3 stars'
'Mitsubishi','X5',2018,8818304,'Electric',18.4,'Automatic','RWD','4 stars'
'BMW','Cherokee',2023,2345402,'Hybrid',49.7,'CVT','RWD','4 stars'
'Volkswagen','Eclipse',2015,3354406,'Diesel',25.8,'Automatic','FWD','5 stars'
'Toyota','Model 3',2022,3029034,'Hybrid',22.6,'Automatic','RWD','4 stars'
'Volvo','XF',2010,985613,'Electric',49.3,'Automatic','AWD','3 stars'
'Subaru','XC90',2015,4374926,'Hybrid',45.7,'Automatic','FWD','5 stars'
'Jaguar','911'',2013,6843437,'Diesel',24.7,'Manual','RWD','3 stars'
'Mitsubishi','Cherokee',2023,7518994,'Hybrid',26.3,'Automatic','AWD','5 stars'
'Mitsubishi','Outback',2019,9111482,'Electric',24.7,'Automatic','FWD','4 stars'
'Ford','Outback',2011,8242253,'Petrol',41.6,'CVT','RWD','4 stars'
'Mitsubishi','911'',2012,9435824,'Diesel',45.3,'CVT','AWD','3 stars'
'Volkswagen','Altima',2022,3635941,'Electric',33.7,'Automatic','FWD','4 stars'
'Volkswagen','Model 3',2012,6250866,'Diesel',31.6,'Manual','RWD','4 stars'
'Mercedes-Benz','Camry',2010,156381,'Diesel',17.2,'CVT','RWD','5 stars'
'Mazda','Sportage',2013,659365,'Hybrid',42.9,'Manual','FWD','4 stars'
'Jaguar','Clio',2017,8086388,'Electric',39.2,'Manual','RWD','4 stars'
'Nissan','Golf',2021,6512212,'Hybrid',40,'Manual','AWD','3 stars'
'Jaguar','Mustang',2021,2086028,'Petrol',19.5,'Manual','AWD','4 stars'
'Mercedes-Benz','Cherokee',2017,2382766,'Petrol',22.7,'Automatic','RWD','3 stars'
'BMW','C-Class',2012,9588047,'Electric',18.7,'Manual','AWD','4 stars'
'Hyundai','X5',2011,1642666,'Diesel',32.6,'Manual','FWD','3 stars'
'Jaguar','Camry',2013,4956632,'Diesel',30,'Automatic','AWD','4 stars'
'Volkswagen','C-Class',2017,6318419,'Petrol',44.5,'Automatic','FWD','4 stars'
'Audi','Elantra',2023,4331703,'Hybrid',21.9,'Manual','AWD','5 stars'
'Audi','Elantra',2011,2723705,'Petrol',22.6,'Automatic','AWD','4 stars'
'Audi','Sportage',2019,159136,'Electric',35.4,'Manual','RWD','5 stars'
'Mazda','XF',2018,4046233,'Diesel',49.3,'Automatic','RWD','3 stars'
'Mazda','X5',2021,9534189,'Diesel',19.9,'CVT','FWD','3 stars'
'Volkswagen','A4',2020,7893875,'Diesel',34.9,'Automatic','RWD','3 stars'
'Honda','Altima',2020,3349868,'Hybrid',30.4,'Manual','FWD','5 stars'
'Ford','Camaro',2013,7556411,'Petrol',17.1,'Manual','AWD','3 stars'
'Ford','Clio',2014,5406915,'Electric',19.8,'Manual','FWD','4 stars'
'Ford','Outback',2017,7740469,'Petrol',15.2,'CVT','RWD','3 stars'
'Subaru','Elantra',2017,5472131,'Electric',41.9,'CVT','FWD','3 stars'
'Mitsubishi','Cherokee',2020,3456168,'Diesel',27.4,'Manual','RWD','5 stars'
'Honda','C-Class',2023,4801719,'Electric',36.2,'Automatic','RWD','3 stars'
'Porsche','Clio',2022,9337498,'Electric',28.6,'CVT','AWD','3 stars'
'Kia','Outback',2014,9937382,'Petrol',19.8,'Manual','RWD','4 stars'
'Honda','X5',2018,7517626,'Petrol',45.1,'CVT','FWD','5 stars'
'Volvo','Outback',2012,3751206,'Diesel',16,'CVT','FWD','5 stars'
'Subaru','Camry',2020,1522009,'Petrol',38.3,'Automatic','FWD','5 stars'
'Audi','Model 3',2023,7556014,'Electric',36.9,'Manual','AWD','3 stars'
'Mitsubishi','Mustang',2018,5242681,'Petrol',48.4,'CVT','RWD','5 stars'
'Volkswagen','Mustang',2016,7045101,'Petrol',27,'Manual','AWD','4 stars'
'Nissan','CX-5',2016,8214158,'Hybrid',24.2,'Automatic','FWD','4 stars'
'Mitsubishi','Altima',2022,8080196,'Diesel',40.8,'Manual','AWD','4 stars'
'Honda','911'',2023,6539058,'Petrol',22.2,'Automatic','AWD','3 stars'
'Hyundai','CX-5',2019,7246773,'Hybrid',18.7,'CVT','FWD','5 stars'
'Chevrolet','C-Class',2014,9781585,'Hybrid',34.7,'Automatic','RWD','3 stars'
'Hyundai','Accord',2023,3093787,'Electric',47.5,'CVT','AWD','3 stars'
'Tesla','Camry',2015,8899405,'Petrol',44.8,'Manual','AWD','5 stars'
'Ford','Clio',2018,570306,'Diesel',38.7,'Manual','RWD','5 stars'
'Ford','Outback',2017,9156992,'Electric',49.4,'CVT','FWD','4 stars'
'Volvo','Accord',2023,4189615,'Hybrid',35.9,'Manual','AWD','5 stars'
'Tesla','Sportage',2021,8212478,'Electric',28.5,'Manual','FWD','5 stars'
'Porsche','Golf',2016,9360853,'Hybrid',34.5,'Manual','RWD','4 stars'
'Renault','XF',2021,5501901,'Diesel',26.4,'CVT','FWD','5 stars'
'Subaru','Sportage',2014,8240573,'Hybrid',27.9,'CVT','AWD','3 stars'
